Year,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2018,10536,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.2,,,32.3,34.1,10739,POINT (-73.65569853 41.26140156),10536,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10537,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.9,,,35.3,38.5,2416,POINT (-73.88513726 41.33786879),10537,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10538,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,31.5,,,30.7,32.4,16597,POINT (-73.75679085 40.93789084),10538,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10541,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.2,,,35.5,36.8,26339,POINT (-73.75121233 41.37972227),10541,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10543,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.7,,,33.9,35.4,20135,POINT (-73.73601068 40.9524321),10543,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10545,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,24.7,,,21.5,28.6,141,POINT (-73.83544966 41.17859122),10545,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10546,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,32.7,,,31.2,34.4,1277,POINT (-73.8008145 41.19255703),10546,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10547,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,35.4,,,34.2,36.6,7647,POINT (-73.84616778 41.31165017),10547,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10548,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.8,,,32.5,35.0,3487,POINT (-73.9357375 41.2439149),10548,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10549,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.7,,,33.9,35.5,16638,POINT (-73.7209446 41.20063429),10549,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10550,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,45.9,,,45.5,46.4,37144,POINT (-73.83515737 40.90635853),10550,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10552,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,38.5,,,38.0,39.0,19786,POINT (-73.82507239 40.92385656),10552,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10553,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,45.5,,,44.4,46.4,10170,POINT (-73.82170492 40.90854804),10553,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10560,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,32.9,,,31.3,34.5,4737,POINT (-73.60225885 41.33202991),10560,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10562,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,37.9,,,37.4,38.4,31796,POINT (-73.83095073 41.19235621),10562,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10566,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,40.0,,,39.4,40.5,23570,POINT (-73.91838324 41.28920448),10566,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10567,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.8,,,34.1,35.5,19929,POINT (-73.94473472 41.31241003),10567,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10570,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.2,,,32.2,34.4,12680,POINT (-73.7930045 41.12869409),10570,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10573,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.9,,,36.3,37.4,38352,POINT (-73.67733501 41.01696507),10573,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10576,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,31.6,,,30.2,33.1,5116,POINT (-73.567876 41.21643554),10576,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10577,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.8,,,32.1,35.2,6552,POINT (-73.71364803 41.0378958),10577,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10578,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.5,,,32.7,36.3,681,POINT (-73.67537827 41.31709709),10578,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10579,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.3,,,34.8,37.7,8675,POINT (-73.83611014 41.39378562),10579,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10580,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,31.9,,,31.0,32.8,17208,POINT (-73.69556789 40.97964966),10580,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10583,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,32.0,,,31.6,32.4,38982,POINT (-73.79313379 40.98925508),10583,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10588,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.4,,,33.1,35.7,2282,POINT (-73.8215725 41.33223752),10588,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10589,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,29.6,,,28.7,30.6,8475,POINT (-73.69494625 41.33060528),10589,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10590,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,32.7,,,31.4,33.9,6767,POINT (-73.53726816 41.25388343),10590,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10591,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,35.6,,,34.9,36.2,22540,POINT (-73.84416239 41.08587961),10591,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10594,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.1,,,31.9,34.3,5117,POINT (-73.77265548 41.11641241),10594,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10595,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,37.6,,,36.6,38.4,8195,POINT (-73.7836215 41.0783056),10595,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10596,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,35.6,,,33.9,37.2,1729,POINT (-73.95909294 41.25609484),10596,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10597,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,31.3,,,29.6,33.2,968,POINT (-73.59681265 41.29409253),10597,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10598,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.5,,,32.8,34.1,28647,POINT (-73.79330254 41.2819083),10598,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10601,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,38.2,,,37.5,38.8,11376,POINT (-73.76507127 41.03293179),10601,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10603,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.9,,,36.4,37.5,17045,POINT (-73.7772923 41.05294315),10603,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10604,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.4,,,35.6,37.2,11250,POINT (-73.74484915 41.05749037),10604,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10605,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.8,,,33.2,34.4,18126,POINT (-73.74610836 41.00925513),10605,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10606,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,37.9,,,37.2,38.6,16499,POINT (-73.77584702 41.02057356),10606,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10607,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,38.0,,,37.4,38.6,6824,POINT (-73.8087835 41.04151251),10607,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10701,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,41.7,,,41.4,42.0,63393,POINT (-73.8769555 40.94215589),10701,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10703,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,38.3,,,37.8,38.8,20301,POINT (-73.8802909 40.95985904),10703,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10704,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.4,,,36.0,36.8,30165,POINT (-73.86177013 40.91889726),10704,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10705,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,40.3,,,39.9,40.7,38777,POINT (-73.88985927 40.91925894),10705,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10706,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,31.4,,,30.5,32.5,8679,POINT (-73.86755195 40.98982052),10706,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10707,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.2,,,33.2,35.2,10097,POINT (-73.823297 40.95714117),10707,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10708,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.1,,,32.5,33.8,21225,POINT (-73.842826 40.93862478),10708,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10709,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,32.8,,,31.9,33.8,9292,POINT (-73.80932197 40.95463636),10709,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10710,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,35.7,,,35.2,36.1,25120,POINT (-73.84711094 40.96732888),10710,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10801,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,39.2,,,38.8,39.7,40827,POINT (-73.78449947 40.91757865),10801,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10803,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.6,,,32.6,34.5,12435,POINT (-73.8066029 40.90028538),10803,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10804,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,31.6,,,30.9,32.3,14146,POINT (-73.78632501 40.94912157),10804,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10805,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.8,,,36.2,37.4,18414,POINT (-73.78125258 40.8985983),10805,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10901,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,35.8,,,35.3,36.4,23465,POINT (-74.11606395 41.13880661),10901,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10913,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,35.1,,,34.0,36.3,5532,POINT (-73.95546645 41.06886755),10913,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10914,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,38.6,,,36.8,40.3,414,POINT (-74.19950967 41.41603985),10914,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10915,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,38.4,,,36.6,39.8,119,POINT (-74.35673973 41.54006834),10915,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10916,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,37.6,,,35.9,39.3,4540,POINT (-74.24871561 41.44212539),10916,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10917,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,37.3,,,35.7,38.9,1968,POINT (-74.11872864 41.32420956),10917,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10918,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,38.9,,,38.1,39.8,11647,POINT (-74.25870617 41.34770121),10918,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10919,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,39.6,,,38.1,41.0,1040,POINT (-74.38316449 41.52855961),10919,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10920,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.8,,,35.9,37.7,8554,POINT (-73.94056527 41.15286753),10920,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10921,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,37.4,,,36.3,38.5,4135,POINT (-74.3639679 41.32974733),10921,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10922,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,37.1,,,35.6,38.6,1559,POINT (-73.99454088 41.33381579),10922,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10923,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,40.5,,,39.8,41.1,8732,POINT (-73.99990038 41.2023741),10923,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10924,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.7,,,35.9,37.5,13120,POINT (-74.34679951 41.37921924),10924,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10925,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,38.3,,,37.2,39.5,4539,POINT (-74.30330888 41.21008102),10925,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10926,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,39.6,,,38.5,40.7,3203,POINT (-74.107849 41.2998827),10926,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10927,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,40.7,,,39.8,41.5,11910,POINT (-73.96731715 41.19221019),10927,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10928,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,37.5,,,36.5,38.5,4175,POINT (-73.98167647 41.35895373),10928,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10930,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,37.9,,,36.7,39.0,8958,POINT (-74.11541331 41.3647876),10930,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10931,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,42.3,,,41.3,43.3,1023,POINT (-74.1667375 41.12486506),10931,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10932,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,38.0,,,35.8,39.9,60,POINT (-74.46443987 41.48212132),10932,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10933,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,38.1,,,36.3,40.0,473,POINT (-74.5056195 41.36947836),10933,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10940,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,41.0,,,40.6,41.3,48418,POINT (-74.47013615 41.45126148),10940,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10941,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,41.0,,,40.3,41.5,13779,POINT (-74.34017507 41.48568832),10941,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10950,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,40.1,,,39.7,40.6,47226,POINT (-74.1988448 41.31840946),10950,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10952,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,40.8,,,40.3,41.2,38917,POINT (-74.07943069 41.11367568),10952,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10953,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,35.3,,,33.4,37.4,252,POINT (-74.08430221 41.39791833),10953,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10954,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,37.6,,,37.1,38.2,23045,POINT (-74.01279572 41.09989271),10954,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10956,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,35.5,,,35.0,36.1,31521,POINT (-73.99440948 41.15692766),10956,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10958,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,38.4,,,37.2,39.5,3291,POINT (-74.429737 41.36996997),10958,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10960,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,38.0,,,37.3,38.7,15093,POINT (-73.92579659 41.09183438),10960,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10962,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.5,,,35.9,37.2,5950,POINT (-73.9608845 41.04631684),10962,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10963,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,43.3,,,41.9,44.5,4298,POINT (-74.54430334 41.46330651),10963,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10964,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.4,,,33.1,35.6,1472,POINT (-73.9112503 41.01947378),10964,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10965,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,35.5,,,34.5,36.5,14791,POINT (-74.01280031 41.06176148),10965,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10968,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.3,,,32.7,35.9,2353,POINT (-73.91769399 41.03940819),10968,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10969,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.4,,,34.7,38.2,1267,POINT (-74.48883198 41.29256442),10969,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10970,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,39.6,,,38.8,40.4,9993,POINT (-74.11003425 41.18776318),10970,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10973,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,38.3,,,37.1,39.5,2126,POINT (-74.47610997 41.38493469),10973,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10974,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,37.0,,,35.4,38.6,3152,POINT (-74.20625325 41.14723662),10974,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10975,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.2,,,34.4,38.1,281,POINT (-74.17409509 41.25790447),10975,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10976,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,32.1,,,30.5,33.7,2258,POINT (-73.92618719 41.028586),10976,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10977,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,44.4,,,44.0,44.7,59048,POINT (-74.04812698 41.11769214),10977,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10979,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,38.6,,,36.7,40.3,234,POINT (-74.314283 41.18075913),10979,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10980,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.9,,,36.1,37.8,13383,POINT (-74.04648375 41.23606461),10980,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10983,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,35.3,,,34.0,36.5,5532,POINT (-73.94824459 41.02746789),10983,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10984,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.9,,,35.4,38.3,2842,POINT (-74.01760372 41.20843893),10984,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10985,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,39.6,,,37.3,41.6,58,POINT (-74.37318815 41.58351947),10985,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10986,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,37.0,,,35.2,38.8,1974,POINT (-73.99510447 41.28142805),10986,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10987,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,35.3,,,33.8,36.6,3395,POINT (-74.23208023 41.20393834),10987,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10988,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,37.3,,,35.7,38.6,896,POINT (-74.54282634 41.30158146),10988,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10989,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.7,,,35.7,37.7,9293,POINT (-73.9361499 41.12462899),10989,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10990,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.7,,,35.9,37.6,20631,POINT (-74.36599329 41.26442315),10990,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10992,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,38.1,,,37.3,38.8,9621,POINT (-74.16590773 41.42554403),10992,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10993,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,41.2,,,40.2,42.0,4769,POINT (-73.97560306 41.21010093),10993,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10994,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,35.6,,,34.7,36.5,7085,POINT (-73.972646 41.09754938),10994,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10996,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,35.8,,,31.4,39.1,6756,POINT (-73.9726923 41.38966595),10996,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10998,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,37.8,,,36.1,39.4,3122,POINT (-74.53883379 41.33514798),10998,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,11001,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,37.6,,,37.1,38.2,26883,POINT (-73.70449523 40.72352618),11001,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
